id,stype,enumeration,household,individual,x_1,x_2,x_3,x_4,x_5,x_6,x_7,z_1,z_2,z_3,z_4,z_5,q_1,q_2,random_inter_ea,num_house,num_indiv,z,pr,y,weight_sub,weight,strata_num,base_weight,y_hou_res,hou_res_rate,z_ind_res,pr_ind_res,y_ind_res,ind_res_rate,weight_survey
315,1,2,7,1,0.0446185659082351,0.2651442427514831,-0.35739275490797845,-1.7240571166214065,-0.9149768716871953,-1.7520147847287775,0.30532885377030106,1,0,0,0,1,-0.2402336162779295,0.7229796045628567,5.918216621110411,236,1,7.051349048855831,0.9991345101523489,1,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,8.744055269104935,0.9998406192656624,1,0.5450819672131147,65.56396117891168
327,1,2,14,1,-2.6575103736977503,-1.4824794634691636,-0.19015811687403533,-0.4879476024335587,-0.6003448426271325,-0.8113769782238871,-0.11878994638173423,1,0,0,0,0,-0.7368119948586965,1.4708482539083363,5.918216621110411,236,3,-3.7188037000131375,0.023688229342188144,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,8.172125673480963,0.9997176626853658,1,0.821917808219178,43.48090840751732
328,1,2,14,2,-2.6575103736977503,-1.4824794634691636,-0.19015811687403533,-0.4879476024335587,-0.6003448426271325,-0.8113769782238871,-0.11878994638173423,1,0,0,0,0,-2.80072867408726,1.8358616958415195,5.918216621110411,236,3,-1.1438682020781172,0.2416108625210148,1,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,8.172125673480963,0.9997176626853658,1,0.821917808219178,43.48090840751732
329,1,2,14,3,-2.6575103736977503,-1.4824794634691636,-0.19015811687403533,-0.4879476024335587,-0.6003448426271325,-0.8113769782238871,-0.11878994638173423,1,0,0,0,0,-0.19155123032917687,-0.11385216955359163,5.918216621110411,236,3,-6.482645057389355,0.0015274224345963993,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,8.172125673480963,0.9997176626853658,1,0.821917808219178,43.48090840751732
339,1,2,21,1,0.476166885087968,1.648008718728895,-1.021294208380222,1.0980044943507274,0.4577014588130014,0.07593851998136125,0.39693987310382106,0,1,0,0,0,-1.3011210368472454,-0.3797354008759366,5.918216621110411,236,3,3.1952759127476185,0.96065611390928,1,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9635416666666666,9.41220245532708,0.9999182859150665,1,0.5450819672131147,67.84344385287545
340,1,2,21,2,0.476166885087968,1.648008718728895,-1.021294208380222,1.0980044943507274,0.4577014588130014,0.07593851998136125,0.39693987310382106,0,1,0,0,0,-0.3390560433183185,-0.19872062558795556,5.918216621110411,236,3,2.4866316046218646,0.9231993157258549,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9635416666666666,9.41220245532708,0.9999182859150665,1,0.5450819672131147,67.84344385287545
341,1,2,21,3,0.476166885087968,1.648008718728895,-1.021294208380222,1.0980044943507274,0.4577014588130014,0.07593851998136125,0.39693987310382106,0,1,0,0,0,-0.31835143372898805,-1.3290399060422118,5.918216621110411,236,3,0.8834800023965759,0.7075428437003531,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9635416666666666,9.41220245532708,0.9999182859150665,1,0.5450819672131147,67.84344385287545
389,1,2,43,1,0.25415288888448717,-1.2845155466558582,1.2560743590388466,0.8497018498968923,-0.5173894064029215,-0.8644343459142882,-0.7282432380489765,1,0,0,1,0,-0.2704881582858667,-2.9361630168536186,5.918216621110411,236,4,-17.49006931475098,2.536059260078474e-8,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,1.2392537262843435,0.7754340878144187,1,0.8383838383838383,42.6269344678417
390,1,2,43,2,0.25415288888448717,-1.2845155466558582,1.2560743590388466,0.8497018498968923,-0.5173894064029215,-0.8644343459142882,-0.7282432380489765,1,0,0,1,0,-0.53148397470077,1.0938792807045803,5.918216621110411,236,4,-11.587014281754598,9.285805931712243e-6,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,1.2392537262843435,0.7754340878144187,1,0.8383838383838383,42.6269344678417
391,1,2,43,3,0.25415288888448717,-1.2845155466558582,1.2560743590388466,0.8497018498968923,-0.5173894064029215,-0.8644343459142882,-0.7282432380489765,1,0,0,1,0,0.19866549136207445,-1.3816366488677554,5.918216621110411,236,4,-15.782886049218714,1.3982332311633564e-7,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,1.2392537262843435,0.7754340878144187,1,0.8383838383838383,42.6269344678417
392,1,2,43,4,0.25415288888448717,-1.2845155466558582,1.2560743590388466,0.8497018498968923,-0.5173894064029215,-0.8644343459142882,-0.7282432380489765,1,0,0,1,0,-1.168618269548589,-1.0129244574040444,5.918216621110411,236,4,-13.899405220258853,9.195272664439617e-7,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,1.2392537262843435,0.7754340878144187,1,0.8383838383838383,42.6269344678417
